transaction_id,sender_card_id,receiver_bank_id,amount,timestamp
63,4795717669575052,209,1477.38,2024-01-07 01:38:41
64,4899224949949426,14,5374.04,2023-10-29 01:38:41
65,4071771766342911,170,6580.12,2023-07-09 01:38:41
66,4967761574636460,103,9606.43,2023-11-22 01:38:41
67,3543899429587812,202,5158.1,2023-04-29 01:38:41
68,4838997654511,121,3295.21,2023-02-05 01:38:41
69,36884710619755,64,5561.18,2023-03-16 01:38:41
70,378043146945161,187,1386.32,2023-10-20 01:38:41
71,30401440781502,228,9815.47,2024-01-19 01:38:41
72,4304410067120,42,1435.17,2023-01-02 01:38:41
73,4022046153797,14,9644.14,2024-10-24 01:38:41
74,4653722262252605,238,8319.75,2023-05-17 01:38:41
75,3522146026588420,248,7940.69,2024-04-05 01:38:41
76,4567187075375974,218,57.78,2024-02-10 01:38:41
77,4780671026213302,141,6123.34,2023-03-30 01:38:41
78,213191104745187,106,5056.68,2024-08-31 01:38:41
79,344916282739400,198,6275.07,2023-06-30 01:38:41
80,675948972699,149,8256.99,2023-03-21 01:38:41
81,3589653566957147,163,4113.0,2024-05-08 01:38:41
82,371638475129415,167,7093.94,2023-09-21 01:38:41
83,372925603174150,88,9687.15,2023-03-29 01:38:41
84,347289915282579,54,2119.06,2024-07-08 01:38:41
85,4480150626531515,45,5460.36,2023-12-07 01:38:41
86,4033186009223850,169,62768.3,2024-08-28 01:38:41
87,6565586401147592,82,2610.69,2023-07-03 01:38:41
88,4025300188203431,144,5432.06,2024-02-05 01:38:41
89,4306597179907082,4,451.16,2023-06-24 01:38:41
90,2268543197655121,229,8618.48,2024-05-27 01:38:41
91,341149317795154,174,1215.14,2024-07-10 01:38:41
92,213149825776055,223,1773.3,2024-04-02 01:38:41
93,30072604910144,129,9085.98,2024-03-01 01:38:41
94,4801119800504491,36,1365.19,2024-02-02 01:38:41
95,3568778883437955,223,71841.2,2024-03-27 01:38:41
96,6011307110625129,20,6906.85,2024-02-24 01:38:41
97,4342631804061,215,9305.36,2023-12-11 01:38:41
98,676109954864,5,9858.94,2023-09-04 01:38:41
99,4363995807067602,23,3838.36,2023-03-12 01:38:41
100,4047492530744974,20,5092.4,2023-06-25 01:38:41
101,180072098404487,136,6661.2,2024-06-18 01:38:41
102,4381151745876375533,56,9326.14,2024-04-24 01:38:41
103,346020146162640,231,2519.07,2024-06-08 01:38:41
104,502082502597,177,6758.8,2023-03-21 01:38:41
105,4297150545521789776,211,99305.1,2023-12-05 01:38:41
106,4796101636222,78,4062.71,2023-10-05 01:38:41
107,6540619402275193,71,241.9,2024-02-05 01:38:41
108,180014134965287,83,9054.71,2024-09-25 01:38:41
109,580984964503,203,5487.11,2023-03-29 01:38:41
110,4190366772935927,5,4165.14,2024-05-16 01:38:41
111,4674319104850293,237,2962.4,2024-02-07 01:38:41
112,501818012624,91,9549.35,2023-06-25 01:38:41
113,4073508383563539,63,1050.53,2023-11-29 01:38:41
114,4426474901923472756,103,78.21,2024-01-27 01:38:41
115,4987725743471949,121,5054.04,2023-04-20 01:38:41
116,30121774199796,13,9180.93,2024-01-26 01:38:41
117,2414932418099420,37,6043.95,2022-12-01 01:38:41
118,213116310766602,31,6710.9,2023-12-14 01:38:41
119,213138075965831,208,6284.19,2023-10-08 01:38:41
120,30040180633992,13,89874.0,2024-02-08 01:38:41
121,2720754151095103,78,8701.16,2023-03-11 01:38:41
122,4571823282684469,242,5159.64,2023-07-09 01:38:41
123,5286504711457932,45,7208.83,2023-01-18 01:38:41
124,30433824439852,8,3375.33,2024-07-23 01:38:41
125,30420525986901,4,8570.22,2022-12-09 01:38:41
126,501889169931,194,3985.67,2023-07-27 01:38:41
127,344966720675310,67,1936.44,2023-09-09 01:38:41
128,4934054987553,71,3755.25,2023-06-28 01:38:41
129,213156768581491,20,9313.67,2024-11-01 01:38:41
130,573536870120,210,6415.81,2023-11-11 01:38:41
131,4410099740463,4,21439.899999999998,2024-09-02 01:38:41
132,343063620300024,231,200.34,2023-12-02 01:38:41
133,4571823282684469,193,9990.52,2024-01-17 01:38:41
134,4567187075375974,107,40323.4,2023-04-21 01:38:41
135,343406217857494,59,5355.88,2023-09-14 01:38:41
136,4646600590431564,175,5627.24,2024-03-13 01:38:41
137,4099873018584795904,122,9462.06,2023-03-28 01:38:41
138,4259034233020154,152,4663.86,2024-07-07 01:38:41
139,3555553005763884,193,8473.61,2024-05-25 01:38:41
140,213102573078075,123,7765.6,2023-02-12 01:38:41
141,3527586234317846,147,3761.02,2024-07-04 01:38:41
142,213188893170494,41,8742.07,2024-08-24 01:38:41
143,180087806765706,82,7162.11,2024-10-14 01:38:41
144,6011388496201925,181,7402.74,2023-05-15 01:38:41
145,4477547446902658401,12,4712.71,2024-01-19 01:38:41
146,2298321771725105,161,3747.26,2024-05-04 01:38:41
147,180067190460353,136,5967.6,2024-04-24 01:38:41
148,213130242008371,159,7607.27,2023-02-12 01:38:41
149,2701479177493065,223,3171.39,2024-05-31 01:38:41
150,30130685419334,191,5935.15,2024-09-27 01:38:41
151,4853511366188759,87,9876.65,2023-01-29 01:38:41
152,639036658008,80,5290.88,2023-06-01 01:38:41
153,676234382734,105,129.78,2023-04-02 01:38:41
154,6011516717816457,77,9375.54,2023-11-23 01:38:41
155,30359156188314,18,5193.79,2024-05-22 01:38:41
156,5286504711457932,53,1711.27,2023-05-10 01:38:41
157,4824421980631,92,3863.93,2023-08-10 01:38:41
158,4234477728114720239,67,6461.41,2024-08-22 01:38:41
159,6011860992051970,196,9055.86,2023-10-04 01:38:41
160,372778199983850,54,1713.69,2024-03-15 01:38:41
161,3542585899757859,102,8195.28,2024-03-20 01:38:41
162,565126822230,141,22714.0,2024-09-27 01:38:41
163,349078404860674,249,2285.86,2023-12-04 01:38:41
164,4207579896129927,174,8278.65,2023-08-14 01:38:41
165,4332731235068,206,6987.63,2023-10-08 01:38:41
166,4221743961540374,183,3721.45,2024-02-24 01:38:41
167,501891334846,13,4871.97,2023-07-03 01:38:41
168,4352382691013914,150,3589.1,2024-03-27 01:38:41
169,3596124156898217,193,9346.78,2023-09-25 01:38:41
170,6517372628912558,12,2827.47,2023-05-25 01:38:41
171,4316627876368615,191,6747.4,2023-11-07 01:38:41
172,347263866363050,22,217.83,2023-10-20 01:38:41
173,4087660801344,193,453.07,2022-12-24 01:38:41
174,180002885432599,19,8709.11,2023-07-14 01:38:41
175,3502509978451596,250,1933.27,2024-05-18 01:38:41
176,342613748476824,50,9137.93,2023-08-07 01:38:41
177,4469084391831,103,7015.76,2023-05-15 01:38:41
178,6011215223165588,227,7200.64,2023-11-25 01:38:41
179,3539428637666782,57,1483.88,2023-01-22 01:38:41
180,585750462988,150,8610.13,2024-04-24 01:38:41
181,2279036262580396,6,193.36,2023-02-05 01:38:41
182,3523146208786361,161,1893.12,2024-08-17 01:38:41
183,4263824612721685,244,4961.75,2024-05-27 01:38:41
184,6011537131617743,81,1090.74,2023-11-06 01:38:41
185,4488666264758757,176,1556.63,2024-02-28 01:38:41
186,4756566158303535244,207,5014.5,2024-09-26 01:38:41
187,4798194359571,179,254.94,2024-03-19 01:38:41
188,4651210410274640,201,7889.43,2023-09-24 01:38:41
189,4362508872911330,193,2887.79,2023-12-29 01:38:41
190,3501516005316461,201,5700.72,2023-12-31 01:38:41
191,3514475702592186,89,8566.97,2024-07-11 01:38:41
192,4187723269187053192,107,4748.49,2023-05-28 01:38:41
193,180000723841955,71,3494.89,2023-08-24 01:38:41
194,2260779863379848,1,5519.61,2024-07-11 01:38:41
195,6011814562474633,128,4562.26,2024-10-18 01:38:41
196,3546339030060609,153,909.51,2023-11-01 01:38:41
197,4705189654353,18,7606.18,2024-03-23 01:38:41
198,373379381365920,4,6074.32,2024-04-16 01:38:41
199,6011522863329287,199,7941.94,2024-10-13 01:38:41
200,213151644591855,232,1775.89,2022-12-06 01:38:41
201,4066769038406965234,6,2212.46,2024-03-18 01:38:41
202,3525367672972976,106,4047.24,2024-10-11 01:38:41
203,4364461913192,79,1312.13,2024-07-22 01:38:41
204,3593183480610428,53,2685.6,2024-09-29 01:38:41
205,3544424885672419,132,2251.23,2023-07-02 01:38:41
206,630481038127,135,1118.42,2024-10-25 01:38:41
207,213121282102455,189,6334.42,2023-10-12 01:38:41
208,4362977961412429,177,2188.86,2024-07-08 01:38:41
209,3588723578149131,65,4668.44,2023-02-16 01:38:41
210,375313128379157,145,1409.58,2023-02-24 01:38:41
211,3544389468086164,250,5873.67,2023-08-22 01:38:41
212,4365285647054665,66,8820.16,2023-03-07 01:38:41
213,4643851554287780,50,7638.67,2024-08-03 01:38:41
214,4671477793245473,235,3751.08,2023-04-08 01:38:41
215,213181811236356,113,2538.03,2024-02-20 01:38:41
216,343656036444342,53,741.28,2023-03-27 01:38:41
217,675999826786,97,1971.86,2023-10-20 01:38:41
218,4062662121874006,71,4583.54,2023-04-09 01:38:41
219,4995049320045830,164,7701.31,2023-01-08 01:38:41
220,3598276261754558,203,9675.97,2024-03-15 01:38:41
221,344674401325862,147,3907.11,2024-11-01 01:38:41
222,4528140174118726124,24,97083.09999999999,2022-12-29 01:38:41
223,36128802636552,136,210.54,2023-01-30 01:38:41
224,4668167426718625,121,3372.3,2023-09-22 01:38:41
225,3526864185521240,178,7869.31,2023-07-12 01:38:41
226,676379622605,41,218.17,2024-03-01 01:38:41
227,30028746190326,142,1390.7,2024-05-20 01:38:41
228,213159288602151,120,8551.19,2024-02-04 01:38:41
229,180024749000792,74,4083.85,2023-12-24 01:38:41
230,3564626162461572,67,2715.25,2024-08-27 01:38:41
231,4284771036998057,123,7138.91,2023-07-28 01:38:41
232,213161172520887,214,2521.07,2022-12-16 01:38:41
233,38687281487090,194,7570.9,2024-06-21 01:38:41
234,4556855001019,117,5770.75,2023-04-21 01:38:41
235,4249290292365,73,4026.83,2023-05-30 01:38:41
236,4103248080386884,86,7466.3,2023-10-13 01:38:41
237,4803953469910252524,113,7240.01,2024-08-22 01:38:41
238,30162338336227,54,2251.19,2024-05-02 01:38:41
239,36805013925706,205,2766.72,2024-11-25 01:38:41
240,6539802533915035,206,4141.1,2024-10-22 01:38:41
241,4904195594304130160,27,1370.46,2023-02-28 01:38:41
242,4998366917648371,56,5606.03,2023-03-19 01:38:41
243,4266609487718118141,236,2722.72,2023-02-24 01:38:41
244,4519618329178284768,152,3221.71,2024-01-11 01:38:41
245,6548262542888781,226,1960.35,2023-10-08 01:38:41
246,676152683436,220,6950.58,2023-01-28 01:38:41
247,36370092904262,67,2000.55,2024-04-22 01:38:41
248,3528707832999426,76,6033.55,2024-04-27 01:38:41
249,30028746190326,30,8579.1,2023-04-17 01:38:41
250,3507543982410947,192,9617.46,2024-10-27 01:38:41
251,3506851295618473,197,4026.42,2023-11-19 01:38:41
252,4426857921061,153,33295.100000000006,2023-10-28 01:38:41
253,4791479646861,89,1540.56,2023-01-08 01:38:41
254,4916199534957902150,67,3753.33,2024-09-30 01:38:41
255,639099404043,63,819.56,2024-05-06 01:38:41
256,4357694657669,90,1184.41,2024-03-25 01:38:41
257,4082990547015256726,127,47593.8,2024-06-28 01:38:41
258,6011211787897724,52,2386.24,2023-07-12 01:38:41
259,4666273108334137,84,8380.87,2024-04-14 01:38:41
260,3596319732920119,61,7834.41,2023-02-23 01:38:41
261,4833338596293594651,54,9508.91,2023-09-11 01:38:41
262,3584337375650839,39,65196.0,2023-10-15 01:38:41
263,2266862623401724,71,3092.31,2024-08-30 01:38:41
264,3550576473861786,30,2805.8,2024-10-12 01:38:41
265,6011798193003541,95,8416.83,2024-09-16 01:38:41
266,4264844169421587,139,2180.5,2024-04-19 01:38:41
267,4911193521317905244,111,1442.2,2023-10-26 01:38:41
268,2272180140135952,164,4466.87,2024-01-08 01:38:41
269,4121034401026575,54,125.9,2024-06-22 01:38:41
270,2277638641736185,128,4111.82,2022-12-16 01:38:41
271,213173896599360,182,91776.5,2024-10-06 01:38:41
272,3527397802211274,3,8700.15,2024-03-21 01:38:41
273,3559947655592633,148,7325.08,2023-10-10 01:38:41
274,4453560819853,89,8853.11,2022-12-25 01:38:41
275,4712390170884486,66,6712.55,2024-02-20 01:38:41
276,213115171397101,100,2617.08,2023-11-03 01:38:41
277,3527397802211274,117,1551.88,2023-08-07 01:38:41
278,4511014409949901,166,423.05,2022-12-20 01:38:41
279,345392886806897,241,4643.72,2024-04-11 01:38:41
280,4965270371127329,84,249.53,2022-12-11 01:38:41
281,4439515635063330564,98,9583.35,2023-08-18 01:38:41
282,2277176264214743,4,6791.4,2023-12-22 01:38:41
283,4311207181519,88,5724.63,2023-04-13 01:38:41
284,3505035521116582,98,6028.68,2023-11-27 01:38:41
285,30313230911662,128,2807.34,2023-10-08 01:38:41
286,6011618069933052,137,6968.96,2024-11-26 01:38:41
287,3525562491700984,227,9208.65,2023-05-16 01:38:41
288,2607277478760637,238,2779.95,2024-08-16 01:38:41
289,347111747257431,3,652.53,2024-03-20 01:38:41
290,2256622787575909,210,4076.01,2024-09-06 01:38:41
291,30427128540233,25,8043.95,2024-09-03 01:38:41
292,4646600590431564,220,1597.85,2023-08-01 01:38:41
293,3599963656239126,135,7002.23,2022-12-02 01:38:41
294,676216999976,24,1440.68,2024-06-05 01:38:41
295,36144487471058,169,6454.5,2023-08-31 01:38:41
296,6011038751855358,57,8896.39,2023-10-20 01:38:41
297,4470695561657123,125,2270.56,2023-10-14 01:38:41
298,4611269433785,71,5259.58,2023-07-07 01:38:41
299,30392185200826,54,842.06,2023-08-24 01:38:41
300,5153341480151994,61,7018.2,2023-09-26 01:38:41
301,30100818593560,181,1601.02,2024-03-18 01:38:41
302,2645016306614788,169,6607.0,2024-05-13 01:38:41
303,3580803281516012,134,8557.58,2023-04-16 01:38:41
304,4037787772261182902,250,2857.16,2023-11-05 01:38:41
305,180001539294298,197,6371.82,2024-06-03 01:38:41
306,30412061450160,3,5347.81,2023-05-07 01:38:41
307,6561204856948209,219,6569.16,2023-12-06 01:38:41
308,4918837367183,73,1814.51,2024-07-11 01:38:41
309,676218980891,213,3049.45,2023-01-01 01:38:41
310,4320652604780091,128,7716.95,2023-01-17 01:38:41
311,6513558698887357,148,9965.32,2023-01-10 01:38:41
312,3599513296006979,25,1186.22,2024-03-29 01:38:41
313,4825884073931026,206,8103.0,2024-10-21 01:38:41
314,3560490039121552,115,7047.12,2023-08-15 01:38:41
315,3524862368620617,144,5878.44,2024-08-04 01:38:41
316,639039379826,118,2235.6,2023-06-28 01:38:41
317,4995725411004584,33,8364.3,2023-07-13 01:38:41
318,4191557243592607,152,337.07,2023-10-23 01:38:41
319,6011947578788370,211,6050.75,2023-07-29 01:38:41
320,4761264106687672914,199,713.77,2024-05-12 01:38:41
321,4989584104280623,229,7194.26,2024-04-11 01:38:41
322,4135592110236446192,142,53442.200000000004,2023-06-17 01:38:41
323,30351305411846,218,486.75,2023-07-02 01:38:41
324,30093319783295,70,1712.09,2023-04-24 01:38:41
325,585569673361,64,6595.64,2024-08-18 01:38:41
326,4195202321786211,40,4667.82,2023-05-30 01:38:41
327,30423428611386,137,1589.94,2024-04-03 01:38:41
328,4696505965134758338,76,4181.82,2024-09-30 01:38:41
329,4673681772560772,129,8688.46,2022-11-30 01:38:41
330,6501115514796793,242,8685.16,2024-10-01 01:38:41
331,4317905981537851173,48,3954.84,2023-11-19 01:38:41
332,4451156507167562294,117,46786.8,2023-06-12 01:38:41
333,3521149516011664,41,6155.99,2023-05-11 01:38:41
334,4702664077467112,90,8657.7,2024-11-10 01:38:41
335,4902064762372511320,70,5532.66,2023-07-08 01:38:41
336,5155397606497040,46,902.81,2023-09-26 01:38:41
337,30122953739394,230,1120.23,2023-12-16 01:38:41
338,503838518150,6,31900.100000000002,2023-06-07 01:38:41
339,4756566158303535244,127,7987.05,2023-01-31 01:38:41
340,4826451660633797096,111,8109.89,2024-11-03 01:38:41
341,4568155338963588,200,6457.93,2024-08-02 01:38:41
342,676178062599,62,9981.52,2023-03-15 01:38:41
343,3545235724301468,25,2905.83,2023-06-20 01:38:41
344,4225090273763278,190,654.83,2024-01-18 01:38:41
345,3542544489033502,80,3265.66,2023-07-20 01:38:41
346,3591677432576027,229,2566.09,2023-05-18 01:38:41
347,4114136042228,155,724.11,2024-01-26 01:38:41
348,060425784703,247,5901.09,2023-03-05 01:38:41
349,4087937797143972,161,4300.33,2023-08-20 01:38:41
350,4298524645369,223,447.18,2023-11-01 01:38:41
351,4109206701629632779,74,20532.7,2023-02-28 01:38:41
352,36278264312497,44,8363.03,2024-05-30 01:38:41
353,180054753834265,224,4557.63,2024-03-20 01:38:41
354,6501115514796793,244,6310.2,2024-02-19 01:38:41
355,371794367002184,156,2505.39,2024-04-17 01:38:41
356,6567152000657990,111,6177.22,2024-06-26 01:38:41
357,502058485033,133,6860.64,2024-09-11 01:38:41
358,4621777480007058211,151,2594.97,2023-01-03 01:38:41
359,345061007621127,114,2417.24,2024-09-28 01:38:41
360,370307685377591,54,6074.89,2024-10-30 01:38:41
361,3559473644459933,134,76177.0,2023-01-21 01:38:41
362,38158604950115,32,1625.31,2023-03-23 01:38:41
363,676379004168,51,7795.33,2023-11-23 01:38:41
364,676271922061,172,58.93,2022-12-13 01:38:41
365,6011388496201925,201,9697.61,2023-06-27 01:38:41
366,4709881595924463859,26,3604.52,2024-04-21 01:38:41
367,3547469646207481,59,2546.81,2024-01-29 01:38:41
368,38815417188791,174,8732.94,2024-06-01 01:38:41
369,5404915089661912,185,856.33,2023-11-27 01:38:41
370,213149825776055,77,7217.12,2024-07-11 01:38:41
371,4819330126375,218,4529.65,2023-10-18 01:38:41
372,4813126305312445707,145,7466.21,2024-09-17 01:38:41
373,344191750600928,50,9741.1,2024-10-15 01:38:41
374,639098267995,7,2203.53,2023-04-20 01:38:41
375,4296098435883144041,70,29.02,2024-07-02 01:38:41
376,3552543169991341,177,5296.49,2023-07-01 01:38:41
377,180048514509075,223,5686.29,2024-08-15 01:38:41
378,180025449905792,118,8856.36,2024-07-04 01:38:41
379,6011056517841587,7,212.8,2024-08-26 01:38:41
380,6512422198401477,235,2753.15,2023-05-25 01:38:41
381,345323128061678,234,2091.7,2023-05-02 01:38:41
382,373233983982030,158,1090.31,2024-10-17 01:38:41
383,180068270200586,109,5862.68,2023-10-15 01:38:41
384,6537213102824792,248,1801.09,2024-07-21 01:38:41
385,4687367743845237,200,2506.89,2023-09-27 01:38:41
386,4666492447612240848,105,2640.87,2024-04-19 01:38:41
387,4473183073631313,216,4991.18,2023-05-05 01:38:41
388,4264844169421587,150,3440.79,2024-06-05 01:38:41
389,4945023057799,63,1203.72,2023-01-18 01:38:41
390,345849994723504,57,9649.02,2023-06-11 01:38:41
391,4573294865979,116,3954.36,2024-03-30 01:38:41
392,5301023151712384,225,1529.73,2024-01-06 01:38:41
393,060474422312,64,8391.44,2023-07-21 01:38:41
394,213184878160337,123,1787.95,2024-10-17 01:38:41
395,5117118880806400,238,2513.76,2023-10-13 01:38:41
396,4704324441300006,238,4155.99,2023-12-31 01:38:41
397,4244116476870619791,121,4742.45,2024-10-25 01:38:41
398,4581112941419345,171,2800.65,2023-12-23 01:38:41
399,4980800043725332820,27,4327.5,2023-11-28 01:38:41
400,4300329111222044595,121,2361.69,2024-03-10 01:38:41
401,4400349125275614249,7,5172.47,2023-04-16 01:38:41
402,4331672797181460380,48,1005.45,2024-09-23 01:38:41
403,3585779854644925,5,7770.22,2023-01-21 01:38:41
404,30462296988104,51,8573.1,2023-04-27 01:38:41
405,4362977961412429,202,6646.96,2024-06-17 01:38:41
406,377741986141384,38,1048.79,2023-03-14 01:38:41
407,180058698317955,48,5461.31,2024-10-05 01:38:41
408,4200201542269262887,240,9353.99,2023-10-17 01:38:41
409,3535595566599509,19,4803.65,2024-11-09 01:38:41
410,3576361062487909,87,159.05,2023-06-09 01:38:41
411,4809033157662327,217,3859.03,2024-09-11 01:38:41
412,6540415342169293,239,1976.02,2024-09-11 01:38:41
413,374893598603328,123,4745.96,2023-09-04 01:38:41
414,4302138585639,233,7608.46,2023-06-18 01:38:41
415,4769526770974472,49,9522.54,2024-03-12 01:38:41
416,4577944440785214,235,755.75,2023-11-13 01:38:41
417,180078584760027,199,7098.59,2024-08-14 01:38:41
418,6570553494284859,198,4657.19,2023-09-29 01:38:41
419,2278597718236314,114,9835.56,2024-04-04 01:38:41
420,213116310766602,194,2751.51,2023-02-20 01:38:41
421,4816951796673325,159,8933.03,2024-03-03 01:38:41
422,4134180042352469,8,5069.87,2023-10-10 01:38:41
423,379477937089095,14,2661.22,2023-04-28 01:38:41
424,676228630387,189,329.43,2024-10-30 01:38:41
425,2692903012189175,130,4087.31,2022-12-31 01:38:41
426,3564421520373192,102,940.76,2024-03-14 01:38:41
427,3530140314120350,71,7642.99,2024-08-19 01:38:41
428,6599122687969762,151,46367.5,2024-04-07 01:38:41
429,6011033777258901,152,5955.73,2024-06-11 01:38:41
430,4482950229706131100,231,2820.22,2024-03-23 01:38:41
431,30321139215127,95,6142.55,2023-07-21 01:38:41
432,4496812768491459,65,2472.73,2023-01-14 01:38:41
433,30254461937382,61,2515.72,2023-03-13 01:38:41
434,342057824777517,144,761.93,2023-01-19 01:38:41
435,4911193521317905244,12,1378.45,2022-12-03 01:38:41
436,36590192773578,13,2234.09,2023-02-09 01:38:41
437,3527642548186466,234,6707.68,2024-04-16 01:38:41
438,6011771134525153,210,5693.71,2023-02-09 01:38:41
439,30390691685118,6,4517.32,2024-07-28 01:38:41
440,639058666954,174,2054.12,2023-06-08 01:38:41
441,213133983695109,86,2989.22,2023-02-02 01:38:41
442,4931470220993852,131,5801.64,2022-12-05 01:38:41
443,4994547799032123,50,4437.45,2023-03-09 01:38:41
444,3506979922829401,227,880.89,2023-09-09 01:38:41
445,213172938597010,136,1803.34,2024-08-10 01:38:41
446,4075725678641,211,7397.28,2023-12-12 01:38:41
447,6589836481591702,147,5836.66,2024-08-16 01:38:41
448,348029100417526,103,9760.34,2022-12-20 01:38:41
449,4057016329466924,161,4017.18,2023-04-28 01:38:41
450,4370738368920,62,3892.56,2023-03-19 01:38:41
451,4143091333227055,95,6972.69,2023-10-19 01:38:41
452,4743422329711881,39,2231.37,2024-01-31 01:38:41
453,2292541697803910,85,3817.36,2024-06-22 01:38:41
454,342083533642420,201,3768.05,2024-10-20 01:38:41
455,4604310104127860,11,6416.31,2022-12-30 01:38:41
456,4974509685915,216,37296.6,2023-05-30 01:38:41
457,213143750834567,8,60169.799999999996,2022-12-19 01:38:41
458,4622360539410815870,188,69331.6,2023-10-20 01:38:41
459,4087996290840740,229,8433.67,2024-11-05 01:38:41
460,213110327319182,177,54193.0,2023-04-09 01:38:41
461,6011951556741492,66,163.57,2024-05-07 01:38:41
462,4829832977696581611,107,6524.72,2024-07-21 01:38:41
463,4631170693947,199,9805.44,2023-04-27 01:38:41
464,30211249177269,21,6231.97,2024-04-16 01:38:41
465,3532049626407389,93,219.76,2024-05-08 01:38:41
466,5336570667177964,227,4432.33,2022-12-05 01:38:41
467,060468957117,230,2456.54,2023-10-06 01:38:41
468,4739020518843899,94,456.35,2023-04-13 01:38:41
469,3505709181211616,147,9118.29,2023-01-30 01:38:41
470,213138075965831,226,3889.69,2024-01-23 01:38:41
471,581056053886,176,4437.16,2024-08-14 01:38:41
472,4283023181090,11,8211.74,2024-03-11 01:38:41
473,373688237872768,54,9453.75,2024-04-23 01:38:41
474,4134533052341782,143,5990.93,2023-07-17 01:38:41
475,342651573794341,192,3882.98,2024-08-26 01:38:41
476,348322858534331,189,8405.26,2024-11-23 01:38:41
477,6593785007181288,39,8803.54,2024-01-09 01:38:41
478,4539717395101575265,127,3369.25,2024-01-13 01:38:41
479,2230853719005159,39,850.58,2024-03-09 01:38:41
480,3510499240739624,116,3910.5,2024-10-24 01:38:41
481,3501101006176832,26,4919.85,2023-07-13 01:38:41
482,676377021487,114,4148.62,2023-11-20 01:38:41
483,4227691403344,30,53619.5,2023-12-20 01:38:41
484,180085111088194,112,8736.4,2023-09-12 01:38:41
485,38151521200128,11,5593.94,2023-12-13 01:38:41
486,3566245801939647,235,333.1,2023-08-11 01:38:41
487,4681012593805,212,7959.65,2024-08-21 01:38:41
488,4460680133555353,130,2529.05,2023-03-20 01:38:41
